timestamp,sequence_id,interacted,lstm_proba,rf_proba
1692974204.1553605,2,True,0.9935463070869446,0.81
1692974204.3554037,2,True,0.9957387447357178,0.81
1692974204.5555706,2,True,0.9968833327293396,0.87
1692974204.7556,2,True,0.9975866079330444,0.93
1692974204.9556427,2,True,0.9980897307395935,0.99
1692974205.1558163,2,True,0.9982914328575134,1.0
1692974205.355842,2,True,0.998325526714325,1.0
1692974205.5560029,2,True,0.9983168840408325,0.98
1692974205.7560413,2,True,0.9980509281158447,0.97
1692974205.956078,2,True,0.99770587682724,1.0
1692974206.1561224,2,True,0.9975671768188477,1.0
1692974206.356181,2,True,0.9978038668632507,1.0
1692974206.5562315,2,True,0.997941792011261,1.0
1692974206.756272,2,True,0.9980795383453369,1.0
1692974206.956334,2,True,0.9978755712509155,1.0
1692974207.1563914,2,True,0.9974486231803894,1.0
1692974207.3565688,2,True,0.9971221089363098,1.0
1692974207.5566127,2,True,0.9974333643913269,1.0
1692974207.7567875,2,True,0.9977236390113831,1.0
1692974207.9568214,2,True,0.9979416728019714,1.0
1692974208.3570268,2,True,0.9969058632850647,0.8
1692974208.557074,2,True,0.9930424690246582,0.82
1692974216.9603386,3,True,0.47437310218811035,0.59
1692974217.1604266,3,True,0.5177274942398071,0.56
1692974217.3604844,3,True,0.5504180192947388,0.46
1692974217.5605583,3,True,0.5894419550895691,0.42
1692974217.7606325,3,True,0.606006383895874,0.46
1692974217.9608734,3,True,0.6495332717895508,0.63
1692974218.160919,3,True,0.6857331395149231,0.59
1692974218.3609817,3,True,0.7252938151359558,0.59
1692974218.561031,3,True,0.7453942894935608,0.66
1692974218.7611012,3,True,0.8124672174453735,0.48
1692974218.961162,3,True,0.7901334762573242,0.68
1692974219.1612256,3,True,0.7992064356803894,0.71
1692974219.3614192,3,True,0.791654646396637,0.78
1692974219.561472,3,True,0.7804617285728455,0.52
1692974219.7616627,3,True,0.7926949858665466,0.43
1692974219.9617162,3,True,0.8120396137237549,0.66
1692974220.1618948,3,True,0.8597428202629089,0.6
1692974220.3619304,3,True,0.8787484169006348,0.67
1692974220.561963,3,True,0.8641219139099121,0.59
1692974220.7620149,3,True,0.7565586566925049,0.26
1692974220.9621956,3,True,0.7081645131111145,0.62
1692974221.1622343,3,True,0.7037428617477417,0.6
1692974221.362289,3,True,0.7580627799034119,0.74
1692974221.562346,3,True,0.765137791633606,0.73
1692974221.7624032,3,True,0.75636225938797,0.68
1692974221.962461,3,True,0.7518517971038818,0.65
1692974222.162643,3,True,0.7103019952774048,0.54
1692974222.3626835,3,True,0.6665608286857605,0.6
1692974222.5627322,3,True,0.7811804413795471,0.71
1692974222.7627778,3,True,0.9289459586143494,0.99
1692974222.9628394,3,True,0.9787459969520569,0.99
1692974223.1629086,3,True,0.991908073425293,0.94
1692974223.3629768,3,True,0.995728075504303,0.96
1692974223.563189,3,True,0.9970447421073914,0.74
1692974223.7632394,3,True,0.9978518486022949,0.99
1692974224.163349,3,True,0.9983443021774292,0.87
1692974224.363536,3,True,0.9985976815223694,0.96
1692974224.5635808,3,True,0.9987448453903198,0.99
1692974224.9638035,3,True,0.9988264441490173,1.0
1692974225.1638706,3,True,0.9988821148872375,1.0
1692974225.3640358,3,True,0.9988893866539001,1.0
1692974225.564075,3,True,0.9988721013069153,1.0
1692974225.7641242,3,True,0.9988017082214355,1.0
1692974225.964176,3,True,0.9987266659736633,1.0
1692974226.1642404,3,True,0.9986555576324463,1.0
1692974226.3642952,3,True,0.9983487129211426,0.85
1692974234.5678997,4,True,0.4840165972709656,0.66
1692974234.96809,4,True,0.6464805603027344,0.46
1692974235.168244,4,True,0.8066122531890869,0.51
1692974235.3682778,4,True,0.7169991731643677,0.2
1692974235.5683086,4,True,0.7426518797874451,0.61
1692974235.7684674,4,True,0.7905060052871704,0.65
1692974235.9685009,4,True,0.6837159395217896,0.34
1692974236.1686578,4,True,0.7066143155097961,0.65
1692974236.368681,4,True,0.7949023246765137,0.54
1692974236.7687457,4,True,0.7917476296424866,0.49
1692974236.9687972,4,True,0.8126835823059082,0.36
1692974237.3689375,4,True,0.7571425437927246,0.43
1692974237.5690122,4,True,0.7045422196388245,0.29
1692974237.7690694,4,True,0.6669692397117615,0.37
1692974237.969132,4,True,0.7222842574119568,0.2
1692974238.169203,4,True,0.8332071304321289,0.68
1692974238.369269,4,True,0.9127810001373291,0.82
1692974238.5693097,4,True,0.9467448592185974,0.82
1692974238.7693803,4,True,0.9590840935707092,0.6
1692974238.969439,4,True,0.9659639000892639,0.74
1692974239.1695025,4,True,0.9715828895568848,0.82
1692974239.36969,4,True,0.9754643440246582,0.64
1692974239.569742,4,True,0.977982759475708,0.78
1692974239.7698095,4,True,0.9829972982406616,0.77
1692974239.9698822,4,True,0.9877460598945618,0.72
1692974240.1699324,4,True,0.9914044141769409,0.76
1692974240.3699858,4,True,0.993678629398346,0.85
1692974240.5700457,4,True,0.9956918358802795,0.93
1692974240.770121,4,True,0.9971500039100647,1.0
1692974240.9703033,4,True,0.9978673458099365,0.97
1692974241.1703525,4,True,0.9981234669685364,0.97
1692974241.3704095,4,True,0.9983263611793518,0.97
1692974241.570464,4,True,0.998478353023529,1.0
1692974241.770528,4,True,0.998571515083313,0.99
1692974241.9705904,4,True,0.9987068176269531,0.98
1692974242.170658,4,True,0.9987918734550476,1.0
1692974242.3707273,4,True,0.9988293051719666,0.98
1692974242.570785,4,True,0.9988239407539368,0.99
1692974242.7708588,4,True,0.9987825751304626,1.0
1692974242.9710405,4,True,0.9987321496009827,0.99
1692974243.3711562,4,True,0.9987131357192993,1.0
1692974243.7713006,4,True,0.9986746311187744,0.98
1692974243.9713922,4,True,0.9986288547515869,0.96
1692974244.1714747,4,True,0.998492956161499,1.0
1692974244.371661,4,True,0.9982041120529175,0.85
1692974244.5717144,4,True,0.9960796236991882,0.67
1692974251.9750783,5,True,0.4029715955257416,0.13
1692974252.375224,5,True,0.29053521156311035,0.45
1692974252.575249,5,True,0.20812804996967316,0.12
1692974252.775286,5,True,0.16581545770168304,0.32
1692974252.9753222,5,True,0.12785141170024872,0.46
1692974253.3754373,5,True,0.1990194022655487,0.27
1692974253.5755358,5,True,0.2664021849632263,0.39
1692974253.77571,5,True,0.26189762353897095,0.36
1692974253.9757545,5,True,0.2423246055841446,0.41
1692974254.1759143,5,True,0.23578479886054993,0.6
1692974254.3759367,5,True,0.3599993884563446,0.66
1692974254.5759654,5,True,0.7221240997314453,0.92
1692974254.7760153,5,True,0.9111254215240479,0.7
1692974254.9760644,5,True,0.9718264937400818,0.87
1692974255.1761158,5,True,0.9841923713684082,0.97
1692974255.3761604,5,True,0.9861771464347839,0.77
1692974255.5762284,5,True,0.9875091910362244,0.98
1692974255.7763057,5,True,0.9910518527030945,1.0
1692974255.9763722,5,True,0.9940409064292908,1.0
1692974256.1765687,5,True,0.9961050748825073,1.0
1692974256.376683,5,True,0.9971444010734558,1.0
1692974256.5767174,5,True,0.9976001381874084,0.94
1692974256.7767706,5,True,0.9979200959205627,1.0
1692974256.9768252,5,True,0.998124897480011,1.0
1692974257.1769972,5,True,0.9982360601425171,0.98
1692974257.3770442,5,True,0.9983116388320923,1.0
1692974257.577088,5,True,0.9983289837837219,1.0
1692974257.777151,5,True,0.998354971408844,1.0
1692974257.977208,5,True,0.9984050393104553,1.0
1692974258.1772738,5,True,0.9981209635734558,0.96
1692974258.3773327,5,True,0.9957610964775085,0.84
1692974262.579107,6,False,0.23574815690517426,0.15
1692974262.7792072,6,False,0.10580471903085709,0.22
1692974262.97938,6,False,0.07014764845371246,0.36
1692974263.1794212,6,False,0.04492539167404175,0.35
1692974263.379488,6,False,0.036137327551841736,0.06
1692974263.579569,6,False,0.02158820629119873,0.22
1692974263.7796242,6,False,0.015294027514755726,0.07
1692974263.9796836,6,False,0.0074785626493394375,0.13
1692974264.3799057,6,False,0.005393868777900934,0.13
1692974264.5799778,6,False,0.003937153145670891,0.18
1692974264.7800238,6,False,0.001659700646996498,0.03
1692974264.9800842,6,False,0.000859802879858762,0.06
1692974265.1802857,6,False,0.0005955109372735023,0.05
1692974265.380327,6,False,0.0004393999697640538,0.08
1692974270.3824282,7,True,0.4842948019504547,0.29
1692974270.5824835,7,True,0.5310257077217102,0.54
1692974270.7825308,7,True,0.5452099442481995,0.32
1692974270.9825983,7,True,0.5108660459518433,0.38
1692974271.1826594,7,True,0.4312583804130554,0.35
1692974271.382712,7,True,0.30315059423446655,0.55
1692974271.5827832,7,True,0.2679058909416199,0.51
1692974271.782856,7,True,0.22579233348369598,0.42
1692974271.982909,7,True,0.20958764851093292,0.44
1692974272.1829731,7,True,0.21855373680591583,0.61
1692974272.3832042,7,True,0.22373569011688232,0.66
1692974272.5832462,7,True,0.2148774117231369,0.74
1692974272.7833033,7,True,0.27561092376708984,0.76
1692974272.9833636,7,True,0.3248577415943146,0.62
1692974273.1834164,7,True,0.3609752655029297,0.87
1692974273.38349,7,True,0.6063747406005859,0.98
1692974273.583715,7,True,0.8121440410614014,0.94
1692974273.783753,7,True,0.9248582720756531,0.98
1692974274.1839876,7,True,0.9699242115020752,1.0
1692974274.3840582,7,True,0.9876619577407837,1.0
1692974274.584103,7,True,0.9932386875152588,1.0
1692974274.7842364,7,True,0.9955692887306213,1.0
1692974274.9842727,7,True,0.9967004656791687,1.0
1692974275.184332,7,True,0.9975488781929016,1.0
1692974275.3843796,7,True,0.9979797005653381,1.0
1692974275.5844371,7,True,0.9976656436920166,0.8
1692974290.7915237,8,True,0.3358859121799469,0.15
1692974290.99151,8,True,0.24775026738643646,0.27
1692974291.1914804,8,True,0.15444961190223694,0.18
1692974291.3919852,8,True,0.10119613260030746,0.29
1692974291.5920272,8,True,0.06397330015897751,0.32
1692974291.7919931,8,True,0.05831902101635933,0.51
1692974291.9919798,8,True,0.06087395176291466,0.61
1692974292.1919472,8,True,0.07026351243257523,0.56
1692974292.391981,8,True,0.09038626402616501,0.57
1692974292.5926995,8,True,0.09552087634801865,0.72
1692974292.7926166,8,True,0.0895715206861496,0.7
1692974292.992994,8,True,0.0929143950343132,0.7
1692974293.1937244,8,True,0.12373156100511551,0.42
1692974293.393588,8,True,0.1193777546286583,0.78
1692974293.5934904,8,True,0.21291443705558777,0.99
1692974293.7933676,8,True,0.6131876111030579,0.99
1692974293.9932823,8,True,0.8858118653297424,1.0
1692974294.193217,8,True,0.9657905101776123,1.0
1692974294.3931649,8,True,0.9871134757995605,1.0
1692974294.5938275,8,True,0.993582010269165,1.0
1692974294.793734,8,True,0.9959140419960022,1.0
1692974294.994665,8,True,0.9968416690826416,0.97
1692974295.1945388,8,True,0.994421660900116,0.9
1692974300.9950352,9,True,0.23983065783977509,0.08
1692974301.195096,9,True,0.13135144114494324,0.08
1692974301.3951304,9,True,0.09017660468816757,0.22
1692974301.5951931,9,True,0.07306800037622452,0.23
1692974301.7952318,9,True,0.07064734399318695,0.26
1692974301.9952855,9,True,0.08071018755435944,0.29
1692974302.1953166,9,True,0.10229737311601639,0.41
1692974302.3954008,9,True,0.12593072652816772,0.35
1692974302.595437,9,True,0.14567923545837402,0.29
1692974302.795573,9,True,0.21848899126052856,0.47
1692974303.195656,9,True,0.19838766753673553,0.16
1692974303.3957615,9,True,0.3781011700630188,0.68
1692974303.5958123,9,True,0.7575328946113586,0.87
1692974303.795895,9,True,0.9491701126098633,1.0
1692974303.9959664,9,True,0.9854850172996521,1.0
1692974304.196075,9,True,0.9935219883918762,0.98
1692974304.5961714,9,True,0.9955852031707764,0.98
1692974304.796322,9,True,0.9961103796958923,0.96
1692974305.196478,9,True,0.9948792457580566,0.82
1692974313.79994,10,True,0.3972987234592438,0.31
1692974314.0000496,10,True,0.39399453997612,0.38
1692974314.200098,10,True,0.4822671115398407,0.6
1692974314.400159,10,True,0.6208622455596924,0.3
1692974314.6002126,10,True,0.6245808005332947,0.53
1692974314.8002875,10,True,0.6865514516830444,0.58
1692974315.0003593,10,True,0.6537562012672424,0.45
1692974315.2004154,10,True,0.6559920310974121,0.64
1692974315.4004836,10,True,0.6509841680526733,0.29
1692974315.6005423,10,True,0.6311076283454895,0.36
1692974315.8006215,10,True,0.6260197162628174,0.34
1692974316.0006928,10,True,0.6057907938957214,0.43
1692974316.2007663,10,True,0.5895363092422485,0.6
1692974316.4008346,10,True,0.5647023916244507,0.61
1692974316.6009042,10,True,0.5087301135063171,0.46
1692974316.8009863,10,True,0.5417864322662354,0.57
1692974317.0010605,10,True,0.6785205602645874,0.73
1692974317.2011268,10,True,0.8537449836730957,0.78
1692974317.401219,10,True,0.9560084342956543,0.98
1692974317.601289,10,True,0.9856066703796387,1.0
1692974317.8013887,10,True,0.993472695350647,1.0
1692974318.0014606,10,True,0.996037483215332,0.91
1692974318.2015522,10,True,0.9972597360610962,1.0
1692974318.401622,10,True,0.9978856444358826,1.0
1692974318.601698,10,True,0.9983260035514832,0.99
1692974318.8017745,10,True,0.9985882639884949,1.0
1692974319.0018466,10,True,0.9987286925315857,0.99
1692974319.2019446,10,True,0.9987843632698059,1.0
1692974319.4020371,10,True,0.9987963438034058,1.0
1692974319.6021006,10,True,0.9988172054290771,0.96
1692974319.8021853,10,True,0.9988221526145935,0.99
1692974320.0022902,10,True,0.9987673759460449,0.99
1692974320.202379,10,True,0.9987105131149292,0.99
1692974320.402446,10,True,0.998664140701294,0.99
1692974320.602533,10,True,0.9985347986221313,1.0
1692974320.802614,10,True,0.9979518055915833,0.71
1692974337.0092726,11,True,0.34325098991394043,0.26
1692974337.2093437,11,True,0.30989179015159607,0.28
1692974337.409423,11,True,0.2912885844707489,0.34
1692974337.6095104,11,True,0.30646172165870667,0.19
1692974337.8095908,11,True,0.2569114863872528,0.17
1692974338.009668,11,True,0.3022328019142151,0.2
1692974338.2097523,11,True,0.3028908967971802,0.21
1692974338.4098277,11,True,0.2348729819059372,0.15
1692974338.6098976,11,True,0.1228024810552597,0.16
1692974338.8099782,11,True,0.062056683003902435,0.08
1692974339.0100577,11,True,0.04612674564123154,0.16
1692974339.210142,11,True,0.056498486548662186,0.52
1692974339.4102254,11,True,0.10641022026538849,0.66
1692974339.610307,11,True,0.22590011358261108,0.76
1692974339.8103938,11,True,0.45807021856307983,0.7
1692974340.010482,11,True,0.818504273891449,0.72
1692974340.210556,11,True,0.9527097344398499,0.98
1692974340.410632,11,True,0.9873237013816833,0.94
1692974340.6107235,11,True,0.9948369264602661,0.98
1692974340.8116689,11,True,0.9971597194671631,1.0
1692974341.0116622,11,True,0.9980612397193909,0.99
1692974341.2116542,11,True,0.9984551668167114,0.99
1692974341.4116662,11,True,0.9986048340797424,1.0
1692974341.6116736,11,True,0.9986936450004578,0.98
1692974341.8117015,11,True,0.998751163482666,0.99
1692974342.2117617,11,True,0.9988563060760498,1.0
1692974342.4117951,11,True,0.9989001750946045,1.0
1692974342.6118464,11,True,0.998637855052948,0.82
1692974351.4151406,12,False,0.33743277192115784,0.31
1692974351.6152258,12,False,0.24582408368587494,0.23
1692974351.8153,12,False,0.18764275312423706,0.28
1692974352.01538,12,False,0.1534469574689865,0.31
1692974352.215468,12,False,0.12097187340259552,0.32
1692974352.4155514,12,False,0.08316594362258911,0.4
1692974352.6156306,12,False,0.059130921959877014,0.31
1692974352.8157098,12,False,0.04368885979056358,0.31
1692974353.0157845,12,False,0.036703430116176605,0.36
1692974353.61604,12,False,0.02112727425992489,0.22
1692974353.8161187,12,False,0.018929876387119293,0.13
1692974354.0161998,12,False,0.011795193888247013,0.26
1692974354.2162738,12,False,0.006369238719344139,0.12
1692974354.4163518,12,False,0.004781780764460564,0.13
1692974354.6164267,12,False,0.003246536012738943,0.1
1692974354.8165011,12,False,0.002461081836372614,0.05
1692974355.0165842,12,False,0.0020745075307786465,0.11
1692974355.216658,12,False,0.002297417726367712,0.24
1692974355.4167328,12,False,0.002350488444790244,0.13
1692974355.6168327,12,False,0.001787365647032857,0.02
1692974355.8169088,12,False,0.0018197239842265844,0.05
1692974356.217073,12,False,0.0015002890722826123,0.15
1692974360.618904,13,False,0.2912784814834595,0.18
1692974360.818981,13,False,0.22124063968658447,0.27
1692974361.0190568,13,False,0.2136998474597931,0.19
1692974361.4192142,13,False,0.2373848259449005,0.25
1692974361.819372,13,False,0.20184148848056793,0.39
1692974362.0194557,13,False,0.3672583997249603,0.42
1692974362.2195325,13,False,0.31280654668807983,0.18
1692974362.419612,13,False,0.334359735250473,0.19
1692974362.6196897,13,False,0.24669364094734192,0.18
1692974362.8197677,13,False,0.1794547587633133,0.04
1692974363.0198395,13,False,0.15832097828388214,0.04
1692974363.2199202,13,False,0.06956502795219421,0.11
1692974363.420005,13,False,0.05271829664707184,0.08
1692974363.6200955,13,False,0.05485035106539726,0.31
1692974363.82019,13,False,0.028118962422013283,0.04
1692974364.020285,13,False,0.015712954103946686,0.1
1692974364.2203543,13,False,0.011136963963508606,0.08
1692974364.4204466,13,False,0.003830843837931752,0.06
1692974364.6205254,13,False,0.003279919968917966,0.07
1692974364.8206084,13,False,0.0026591152418404818,0.05
1692974370.4228458,14,False,0.07493157684803009,0.32
1692974370.622928,14,False,0.05161319673061371,0.62
1692974370.823007,14,False,0.04488195851445198,0.52
1692974371.0230937,14,False,0.058290038257837296,0.5
1692974371.223176,14,False,0.12188400328159332,0.27
1692974371.4232807,14,False,0.09903690218925476,0.45
1692974372.0235133,14,False,0.05597469583153725,0.48
1692974372.2235963,14,False,0.07307831943035126,0.38
1692974372.4236925,14,False,0.03283782675862312,0.37
1692974372.62377,14,False,0.014781462028622627,0.31
1692974372.8238523,14,False,0.007673213258385658,0.3
1692974373.0239315,14,False,0.004786250647157431,0.2
1692974373.424091,14,False,0.00348710548132658,0.16
1692974373.6241727,14,False,0.0029142280109226704,0.21
1692974373.8242486,14,False,0.0022678172681480646,0.11
1692974374.22441,14,False,0.0022500245831906796,0.2
1692974374.4244893,14,False,0.002350653987377882,0.18
1692974374.6245832,14,False,0.0026557710953056812,0.15
1692974374.8246632,14,False,0.001985042355954647,0.06
1692974375.0247447,14,False,0.0014624044997617602,0.08
1692974379.826702,15,False,0.3736918568611145,0.75
1692974380.026799,15,False,0.3663836717605591,0.8
1692974380.226879,15,False,0.41872113943099976,0.85
1692974380.6270397,15,False,0.509996771812439,0.69
1692974381.027208,15,False,0.5837240219116211,0.47
1692974381.4273777,15,False,0.6301498413085938,0.57
1692974381.6274548,15,False,0.6790457963943481,0.47
1692974382.2276864,15,False,0.8571715950965881,0.35
1692974382.4277706,15,False,0.7893688082695007,0.28
1692974382.627852,15,False,0.646813690662384,0.53
1692974382.8279328,15,False,0.4506196677684784,0.23
1692974383.0280347,15,False,0.3825947046279907,0.15
1692974383.2281306,15,False,0.5308976173400879,0.34
1692974383.4282343,15,False,0.35040411353111267,0.22
1692974383.6283536,15,False,0.27291426062583923,0.08
1692974383.8284354,15,False,0.18975107371807098,0.1
1692974384.028524,15,False,0.04944898933172226,0.07
1692974384.2286243,15,False,0.0435778871178627,0.11
1692974384.428723,15,False,0.008726336061954498,0.11
1692974384.6288157,15,False,0.005138879641890526,0.19
1692974385.0290446,15,False,0.0038382953498512506,0.05
1692974390.6312082,16,False,0.08404999226331711,0.34
1692974390.831288,16,False,0.07751225680112839,0.8
1692974391.2314465,16,False,0.013584800995886326,0.55
1692974391.4315364,16,False,0.014571989886462688,0.3
1692974391.6316197,16,False,0.013462232425808907,0.38
1692974391.8316934,16,False,0.01203135959804058,0.38
1692974392.0317738,16,False,0.013257147744297981,0.47
1692974392.2318463,16,False,0.016241086646914482,0.41
1692974392.4319189,16,False,0.02540985494852066,0.48
1692974392.6320057,16,False,0.036158010363578796,0.54
1692974392.8320837,16,False,0.05187811329960823,0.55
1692974393.0321698,16,False,0.02628926746547222,0.31
1692974393.2322502,16,False,0.010283310897648335,0.23
1692974393.4323368,16,False,0.0050485581159591675,0.28
1692974393.6324146,16,False,0.0032144133001565933,0.32
1692974393.8325,16,False,0.00201808987185359,0.02
1692974394.0325809,16,False,0.0020774956792593002,0.23
1692974394.232663,16,False,0.0016959412023425102,0.27
1692974394.4327474,16,False,0.0015629996778443456,0.28
1692974394.8329115,16,False,0.001343923737294972,0.15
1692974395.0329924,16,False,0.0012909164652228355,0.14
1692974402.6360652,17,False,0.32091987133026123,0.47
1692974402.83614,17,False,0.35159075260162354,0.49
1692974403.2363186,17,False,0.4548388421535492,0.24
1692974403.4363956,17,False,0.4231380522251129,0.48
1692974403.6364684,17,False,0.41361498832702637,0.41
1692974403.836566,17,False,0.4045643210411072,0.29
1692974404.2367225,17,False,0.3669281303882599,0.39
1692974404.4368029,17,False,0.2960967421531677,0.53
1692974404.6368794,17,False,0.22831447422504425,0.37
1692974404.8369496,17,False,0.21131396293640137,0.43
1692974405.0370345,17,False,0.25707119703292847,0.41
1692974405.2371166,17,False,0.5441490411758423,0.44
1692974405.4371946,17,False,0.5152462124824524,0.25
1692974405.8373597,17,False,0.34240639209747314,0.26
1692974406.0374312,17,False,0.14656658470630646,0.12
1692974406.2375124,17,False,0.06321294605731964,0.12
1692974406.4375956,17,False,0.041885100305080414,0.21
1692974406.637668,17,False,0.025354409590363503,0.11
1692974406.8377495,17,False,0.01615084894001484,0.13
1692974407.0378306,17,False,0.00948079489171505,0.13
1692974407.237914,17,False,0.005405290052294731,0.05
1692974407.4380014,17,False,0.0027937309350818396,0.04
1692974407.6380808,17,False,0.0017040367238223553,0.07
1692974407.8381624,17,False,0.0034429843071848154,0.25
1692974415.241184,18,False,0.11097193509340286,0.08
1692974415.6413417,18,False,0.014347059652209282,0.02
1692974416.041519,18,False,0.0026746513321995735,0.03
1692974416.241594,18,False,0.0009427636978216469,0.04
1692974416.641775,18,False,0.0005213491967879236,0.03
1692974416.841849,18,False,0.0003757319936994463,0.01
1692974417.04195,18,False,0.0003118070890195668,0.04
1692974417.2420254,18,False,0.00028525019297376275,0.01
1692974417.4421008,18,False,0.00027103108004666865,0.0
1692974417.642181,18,False,0.00026436737971380353,0.01
1692974418.0423336,18,False,0.00026399712078273296,0.0
1692974418.242416,18,False,0.00026634172536432743,0.01
1692974418.4424968,18,False,0.0002648719528224319,0.04
1692974418.6425736,18,False,0.00025788909988477826,0.02
1692974418.8426611,18,False,0.0002626509522087872,0.01
1692974419.0427413,18,False,0.0002628503425512463,0.01
1692974419.4429014,18,False,0.0002662356127984822,0.05
1692974419.6429834,18,False,0.000270130462013185,0.06
1692974419.84306,18,False,0.0002782977535389364,0.19
1692974420.0431404,18,False,0.00028825527988374233,0.05
1692974420.2432334,18,False,0.00030790214077569544,0.04
1692974420.4433112,18,False,0.0003118602908216417,0.06
1692974420.6433933,18,False,0.0003328758175484836,0.05
1692974420.8434703,18,False,0.0003406728501431644,0.06
1692974421.0435443,18,False,0.00035470997681841254,0.1
1692974421.2436247,18,False,0.0003646216937340796,0.13
1692974428.846721,19,False,0.1938181072473526,0.4
1692974429.0468109,19,False,0.05503232404589653,0.24
1692974429.2468898,19,False,0.016668260097503662,0.1
1692974429.647053,19,False,0.005004643928259611,0.04
1692974429.8471315,19,False,0.0018799181561917067,0.0
1692974430.0472138,19,False,0.000942382903303951,0.0
1692974430.2472954,19,False,0.0006214550230652094,0.0
1692974430.4473798,19,False,0.0004752618551719934,0.0
1692974430.6474588,19,False,0.00039925953024066985,0.02
1692974430.8475423,19,False,0.00035140628460794687,0.02
1692974431.0476243,19,False,0.0003290378372184932,0.04
1692974431.447786,19,False,0.00030260736821219325,0.0
1692974431.6478648,19,False,0.00029750654357485473,0.13
1692974431.8479457,19,False,0.00029649538919329643,0.27
1692974432.0480263,19,False,0.00029502069810405374,0.13
1692974432.248106,19,False,0.0002900408289860934,0.09
1692974432.4481888,19,False,0.0002862519468180835,0.1
1692974432.6482704,19,False,0.00025434643612243235,0.0
1692974432.8483496,19,False,0.00025043447385542095,0.03
1692974433.048424,19,False,0.0006008693017065525,0.37
1692974433.24851,19,False,0.0003490304225124419,0.17
1692974433.4486086,19,False,0.0003007817722391337,0.05
1692974433.648685,19,False,0.0002738075563684106,0.02
1692974433.8487656,19,False,0.0002597908314783126,0.03
1692974434.0488553,19,False,0.00025067312526516616,0.05
1692974434.6491044,19,False,0.00024767027935013175,0.02
1692974434.8491805,19,False,0.00024641837808303535,0.07
1692974435.0492692,19,False,0.0002565011673141271,0.18
1692974435.2493496,19,False,0.00025767870829440653,0.28
1692974435.4494298,19,False,0.00024738803040236235,0.06
1692974442.4523275,20,False,0.20203569531440735,0.17
1692974442.6524034,20,False,0.07910662144422531,0.32
1692974442.8525004,20,False,0.03431352600455284,0.34
1692974443.05258,20,False,0.010892007499933243,0.18
